Tour,Player,Match Stat Matches,Aces per Game,DFs per Game,Ace to DF ratio,1st Serve %,1st Serve W %,2nd Serve W %,Service Pts W %,BP save %,Service hold %,Opponent Aces per Game,Opponent DFs per Game,Opponent 1st Serve %,1st Return W %,2nd Return W %,Return Pts W %,BP W %,Opponent Hold %,Aces per Game (shrunk_k=20),DFs per Game (shrunk_k=20),Ace to DF ratio (shrunk_k=20),1st Serve % (shrunk_k=20),1st Serve W % (shrunk_k=20),2nd Serve W % (shrunk_k=20),Service Pts W % (shrunk_k=20),BP save % (shrunk_k=20),Service hold % (shrunk_k=20),Opponent Aces per Game (shrunk_k=20),Opponent DFs per Game (shrunk_k=20),Opponent 1st Serve % (shrunk_k=20),1st Return W % (shrunk_k=20),2nd Return W % (shrunk_k=20),Return Pts W % (shrunk_k=20),BP W % (shrunk_k=20),Opponent Hold % (shrunk_k=20)
ATP,Alexei Popyrin,40,0.73,0.24,3.04,62.3,74.7,48.7,64.9,65.4,81.3,0.57,0.27,61.9,26.6,46.7,34.2,27.8,85.6,0.6391883116883117,0.24203463203463205,2.7499025974025972,62.25335497835498,73.20010822510822,49.157792207792205,64.11006493506493,63.75183982683983,79.94145021645022,0.5450757575757575,0.26154761904761903,62.018290043290044,27.13733766233766,47.40010822510822,34.79794372294373,31.38030303030303,83.74080086580086
ATP,Beibit Zhukayev,16,1.05,0.35,3.0,62.5,78.6,46.3,66.5,63.4,82.1,0.61,0.2,62.7,23.7,43.1,31.0,40.6,86.9,0.7208694083694085,0.2922799422799423,2.538726551226551,62.31114718614718,73.9335137085137,48.396320346320344,64.29455266955266,61.76417748917749,79.39130591630591,0.5462373737373737,0.2248015873015873,62.452705627705626,26.206673881673883,46.26684704184704,33.77435064935065,39.45606060606061,83.07911255411256
ATP,Adrian Mannarino,48,0.42,0.14,3.0,59.8,71.8,52.1,63.9,62.9,80.3,0.57,0.24,61.2,29.4,50.4,37.6,38.7,77.6,0.4310485103132162,0.17120702826585182,2.75579640947288,60.49413674560733,71.32950725744843,51.50393430099312,63.49711611917493,62.181035141329254,79.39539724980901,0.5480080213903743,0.24136554621848738,61.510255920550044,29.05059205500382,49.92950725744843,37.12759740259741,38.653208556149735,78.31247135217724
ATP,Marin Cilic,26,0.66,0.22,3.0,57.5,76.4,51.2,65.7,62.4,84.3,0.68,0.21,62.1,23.9,48.4,33.2,34.0,84.7,0.5719847543760588,0.23134952004517223,2.6390033879164316,59.526115189158666,73.7044889892716,50.71016374929418,64.32182382834557,61.55457368718238,81.22363071710897,0.5996640316205534,0.22506211180124225,62.16733483907397,25.77478825522304,48.5740542066629,34.41470920383964,35.97430830039526,82.66626199887071
ATP,Henry Bernet,5,0.63,0.21,3.0,63.9,74.7,55.3,67.7,74.2,88.2,0.63,0.27,60.8,21.6,47.7,31.8,25.8,88.7,0.4920519480519481,0.2388831168831169,2.3357662337662335,62.50805194805195,71.10025974025974,51.11870129870129,63.56415584415584,63.20441558441559,79.41948051948052,0.5221818181818182,0.24971428571428575,61.963896103896104,26.889610389610393,48.580259740259734,35.155064935064935,35.99272727272727,81.75792207792209
ATP,Karen Khachanov,53,0.5,0.17,2.94,63.0,73.9,52.1,65.8,63.0,82.4,0.52,0.22,62.1,28.0,52.7,37.3,39.2,77.3,0.48837395481231094,0.19085038249421812,2.728961038961039,62.769880804127375,72.88639032200676,51.54476071873332,64.90416296032734,62.302882049457395,80.98201387653444,0.5132129514321295,0.2267514677103718,62.14243017256717,28.05808574986657,51.631595801458815,36.94214552570717,39.01942714819428,78.04586372531578
ATP,Giulio Zeppieri,27,0.7,0.24,2.92,61.8,74.0,50.4,65.0,65.2,82.3,0.32,0.26,64.4,31.9,49.0,38.0,43.4,75.2,0.5968361425808234,0.2425974025974026,2.6007267200884225,61.95321912130423,72.38311688311688,50.26101132909643,63.949019066040336,63.18107211937,80.14014921248963,0.3945647969052225,0.25346504559270516,63.48717877866815,30.33064382426085,48.915031776733905,37.14631113567284,41.332301740812376,77.25208621166068
ATP,Sebastian Ofner,30,0.7,0.24,2.92,53.9,77.8,52.4,66.1,63.4,84.6,0.53,0.27,60.8,23.5,47.9,33.1,34.8,85.2,0.603025974025974,0.2424415584415584,2.6198831168831167,57.204025974025974,74.76012987012987,51.469350649350645,64.67207792207792,62.22220779220779,81.64974025974027,0.516090909090909,0.2598571428571429,61.38194805194806,25.384805194805196,48.260129870129866,34.25753246753247,36.29636363636364,83.12896103896104
ATP,Daniel Rincon,4,0.26,0.09,2.89,55.1,73.2,44.5,60.4,53.8,72.1,0.31,0.33,61.3,33.1,44.7,37.6,38.5,76.2,0.42463744588744595,0.2200865800865801,2.2897564935064936,60.98338744588745,70.70027056277057,49.14448051948051,62.17516233766233,59.346266233766244,76.3702922077922,0.4643560606060606,0.25886904761904767,62.09572510822511,29.02667748917749,48.116937229437234,36.26152597402598,38.53409090909091,79.3853354978355
ATP,Arthur Rinderknech,59,0.75,0.26,2.88,63.1,75.1,49.0,65.4,67.5,84.0,0.52,0.2,63.4,26.1,43.3,32.4,34.7,86.2,0.6759658063455531,0.25648199901364455,2.700179187900707,62.862041755712646,73.8595758671708,49.27174091731054,64.67346703928982,65.7165872102581,82.28464573401283,0.5137284234752589,0.2113019891500904,63.11009370376458,26.634686832155186,44.69248725957586,33.30983067565346,35.67238204833142,84.63605129048167
ATP,Casper Ruud,49,0.49,0.17,2.88,66.0,73.3,52.8,66.3,66.2,84.2,0.55,0.24,62.5,29.6,50.9,37.6,40.4,77.1,0.48059853190287966,0.1920591003199699,2.6741182006399398,64.88697534349708,72.40154338415208,52.009674383587424,65.20730284208544,64.53493318275927,82.1780726519857,0.5341238471673255,0.2413457556935818,62.42894786373048,29.19768492377188,50.291398456615845,37.134443817052514,39.86113306982872,77.94707321663843
ATP,Joao Fonseca,36,0.49,0.17,2.88,66.8,72.3,51.8,65.5,61.8,83.3,0.57,0.26,60.8,29.2,48.5,36.7,36.4,79.0,0.4784160482374768,0.1971799628942486,2.6263242115027827,65.14288033395177,71.55011595547309,51.18334879406308,64.43935528756957,61.31982838589982,81.13012523191094,0.5432954545454545,0.25451530612244894,61.319596474953606,28.847147495361785,48.60725881261595,36.44779684601114,37.16461038961039,79.36514378478664
ATP,Adam Walton,46,0.54,0.19,2.84,62.3,71.6,50.1,63.5,61.6,79.2,0.76,0.3,61.2,26.0,50.3,35.5,38.9,80.6,0.5150196772924046,0.2070011806375443,2.636881149153876,62.257595434868165,71.1758559622196,50.091932310114125,63.20611963793782,61.25318772136954,78.6013183785911,0.6797658402203857,0.2832251082251082,61.51965761511216,26.67030696576151,49.845552931916565,35.64964580873672,38.79118457300275,80.42497048406139
ATP,Alexander Blockx,22,0.48,0.17,2.82,62.9,72.9,51.8,65.1,67.0,84.6,0.24,0.3,60.7,32.0,48.8,38.6,29.4,76.8,0.4693166357452072,0.20623995052566485,2.5103370439084722,62.54764996907854,71.61444032158319,50.9777983920841,63.876283240568945,63.88358070500927,81.08778602350031,0.3615367965367965,0.27363945578231297,61.4404143475572,30.196196660482375,48.80015460729746,37.35896722325294,33.75281385281385,78.33447742733458
ATP,Andrey Rublev,60,0.62,0.22,2.82,60.1,77.2,51.1,66.8,62.7,83.7,0.68,0.25,61.5,28.8,49.2,36.7,37.4,79.1,0.5793912337662338,0.22652597402597402,2.657426948051948,60.615016233766234,75.45008116883118,50.84334415584415,65.7325487012987,62.13887987012987,82.08108766233767,0.6338068181818183,0.2486607142857143,61.688717532467535,28.653003246753247,49.10008116883117,36.52345779220779,37.685227272727275,79.33060064935066
ATP,Daniel Altmaier,56,0.59,0.21,2.81,59.4,71.8,47.6,62.0,60.5,77.5,0.43,0.21,61.2,26.0,48.6,34.7,37.0,81.5,0.5551486671223513,0.21950102529049897,2.641502050580998,60.12633287764867,71.37903280929596,48.250888585099105,62.13952494873547,60.488294600136705,77.42746069719755,0.44716507177033493,0.21911654135338346,61.477597402597404,26.582108680792892,48.65271701982228,35.04048188653452,37.4055023923445,81.11115857826384
ATP,Ugo Humbert,42,0.56,0.2,2.8,60.8,74.0,54.5,66.3,65.1,83.6,0.53,0.28,61.7,28.2,48.1,35.8,37.3,79.7,0.5269564306661081,0.21487222454964391,2.5966799329702557,61.2387306242145,72.7742982823628,53.07205697528278,65.08393380812736,63.60178047758693,81.54333891914537,0.518782991202346,0.26859447004608294,61.878990364474234,28.203875157100963,48.32591118558861,35.86252618349392,37.70029325513196,79.80400083787181
ATP,August Holmgren,13,0.81,0.29,2.79,62.1,78.8,51.2,68.3,70.5,88.5,0.63,0.18,63.7,24.4,41.2,30.5,34.2,87.0,0.5964029909484455,0.2633963006690279,2.414065328610783,62.13640299094845,73.58807556080284,50.517197953561585,64.80314836678473,64.41243604879969,81.66627312081859,0.5483195592286502,0.2191774891774892,62.824163715072814,26.710310901219994,45.806257378984654,33.82959464777647,36.83085399449036,82.77115308933492
ATP,Stefano Napolitano,7,0.39,0.14,2.79,61.9,61.5,48.5,56.6,55.2,66.2,0.52,0.24,60.1,27.1,45.0,34.2,28.6,85.7,0.4400481000481001,0.21859547859547862,2.3305242905242904,62.09264069264069,67.94468494468495,49.66546416546416,60.99273689273689,59.0929773929774,74.36618566618567,0.5016498316498317,0.24343915343915346,61.6962000962001,27.92371332371333,47.81505531505531,35.528763828763836,35.96363636363636,81.4943722943723
ATP,Quentin Halys,51,0.86,0.31,2.77,59.6,76.8,49.7,65.9,61.4,82.6,0.54,0.24,62.6,24.3,46.7,32.7,33.7,86.4,0.7466380098774464,0.2920010974940553,2.600903603438815,60.32114505213097,74.94093652826047,49.80517651362722,64.95075910005488,61.13394914944212,81.08573257728187,0.5273879641485275,0.241307847082495,62.502780318273274,25.401975489299435,47.29164075361258,33.62783976586794,35.06363636363636,84.60349368940919
ATP,Hamad Medjedovic,42,0.69,0.25,2.76,64.6,73.5,50.2,65.3,62.4,82.8,0.75,0.23,62.7,26.6,50.0,35.4,34.8,81.2,0.6150209467951403,0.24874319229157937,2.569583158776707,63.81292417260159,72.43558860494345,50.159153749476324,64.40651445328865,61.77274821952241,81.0014034352744,0.6678152492668622,0.23472350230414746,62.556409719312946,27.120004189359033,49.61300795978215,35.59155844155844,36.006744868035184,80.82012987012988
ATP,Nuno Borges,53,0.47,0.17,2.76,66.7,72.0,49.1,64.3,63.9,81.3,0.54,0.2,63.1,28.1,48.2,35.5,34.8,81.6,0.46659313289450277,0.19085038249421812,2.59827610745419,65.4561821739904,71.50693826721225,49.3666785269525,63.815121864436925,62.95630670699163,80.18338373954812,0.5277334993773349,0.21223091976516636,62.86845756982744,28.1306884895926,48.36447251378758,35.63529621063868,35.824906600249065,81.16778153353495
ATP,Emilio Nava,24,0.77,0.28,2.75,62.8,75.0,49.6,65.6,68.2,83.7,0.36,0.23,61.0,29.6,43.8,35.1,34.6,83.7,0.6279840613931523,0.2645926800472255,2.4862308146399057,62.50912042502951,72.81832939787486,49.81517119244392,64.20463400236127,64.67978158205432,80.75652302243212,0.4214669421487604,0.23665584415584417,61.57039551357734,28.969096812278632,46.0728748524203,35.506286894923264,36.39132231404959,82.02836481700119
ATP,Zhizhen Zhang,11,0.66,0.24,2.75,65.4,72.1,52.3,65.3,70.7,82.9,0.79,0.2,61.6,21.1,46.6,30.9,28.8,88.6,0.5293967322999581,0.2439379974863846,2.3756179304566403,63.30971931294513,70.87440301633849,50.86346878927524,63.51302890657729,64.09065772936741,79.23829074151655,0.5998240469208211,0.22880184331797238,62.022496857980734,25.688395475492253,48.01956430666108,34.18634268956849,35.08445747800586,83.06606619187265
ATP,Ivan Gakhov,3,0.41,0.15,2.73,66.5,66.3,47.1,59.8,50.0,71.8,0.32,0.24,64.0,31.3,39.5,34.2,40.0,78.9,0.4513608130999436,0.23356860530773577,2.2427893845285145,62.7261434217956,69.69158667419536,49.68554488989271,62.174082439299816,59.09175607001695,76.51682665160925,0.47237154150197624,0.24403726708074536,62.48249576510446,28.614793901750428,47.587238848108406,35.75985319028798,38.73122529644269,79.87600225861097
ATP,James Duckworth,43,0.6,0.22,2.73,57.3,74.9,53.9,65.9,60.0,82.0,0.69,0.3,59.3,25.0,49.4,34.9,36.1,82.5,0.5547825190682334,0.228286951144094,2.5521294578437432,58.84287775716348,73.40803957946815,52.68519892805607,64.83022057307772,60.144609358895075,80.4839208410637,0.6281673881673882,0.2824263038548753,60.23805400948258,26.019686662543805,49.20962688105545,35.24724799010514,36.87489177489177,81.71346114203257
ATP,George Loffhagen,5,0.79,0.29,2.72,60.4,77.4,52.2,67.4,59.3,83.3,0.6,0.23,67.1,29.5,40.6,33.2,30.3,84.6,0.5240519480519481,0.2548831168831169,2.2797662337662334,61.808051948051954,71.64025974025975,50.49870129870129,63.50415584415584,60.224415584415596,78.43948051948053,0.5161818181818182,0.24171428571428574,63.2238961038961,28.469610389610395,47.16025974025973,35.435064935064936,36.89272727272727,80.93792207792208
ATP,Vitaliy Sachko,14,0.38,0.14,2.71,64.0,67.7,48.3,60.7,60.7,73.2,0.62,0.26,64.3,26.4,51.4,35.4,39.3,79.8,0.4256264323911383,0.2024140565317036,2.392181054239878,62.917685255920546,69.17077922077922,49.343162719633305,61.77658517952635,60.556187929717346,75.56726508785333,0.5466042780748663,0.25096638655462183,63.09698242933537,27.465889992360584,49.87077922077922,35.749312452253626,38.853475935828875,79.93082505729565
ATP,Tallon Griekspoor,53,0.64,0.24,2.67,65.4,74.3,50.9,66.2,68.1,84.8,0.6,0.22,62.9,24.9,45.5,32.5,33.1,85.3,0.5900177904287494,0.24167230030243728,2.532933641700765,64.51234655755205,73.17680128091087,50.67352784202099,65.19457391923146,66.0056217754848,82.72447962995908,0.5712951432129514,0.2267514677103718,62.72325209037538,25.80740081835972,46.40419854118484,33.45721401885786,34.590660024906605,83.85408290339797
ATP,Mitchell Krueger,18,0.4,0.15,2.67,64.0,66.7,50.4,60.9,55.7,73.6,0.69,0.22,62.2,32.6,46.7,37.9,30.9,85.4,0.4302973342447027,0.200580997949419,2.406688311688312,63.03161312371839,68.54227614490773,50.228092959671905,61.757997265892,58.202904989747104,75.50755297334244,0.5874880382775118,0.23296992481203008,62.22887901572113,30.29053315105947,47.80543403964457,36.89675324675325,34.92153110047847,82.56968557758032
ATP,Dusan Lajovic,27,0.29,0.11,2.64,67.3,65.1,50.4,60.3,54.8,71.6,0.37,0.22,61.3,31.8,50.5,39.1,39.6,75.2,0.36130422768720644,0.16791655153357282,2.4398756562586352,65.11279358938934,67.27035092567007,50.26101132909643,61.24901906604034,57.20660403426361,73.99334070185134,0.4232882011605416,0.23048632218844986,61.706327714838345,30.27319701575021,49.776733904393474,37.77822602928986,39.14932301740812,77.25208621166068
ATP,Yosuke Watanuki,24,0.79,0.3,2.63,52.6,76.8,52.0,65.0,55.0,79.1,0.51,0.31,60.5,27.8,49.0,36.1,37.7,79.6,0.6388931523022432,0.2755017709563164,2.42077626918536,56.94548406139316,73.80014757969303,51.124262101534825,63.87736127508854,57.47978158205431,78.2474321133412,0.5032851239669421,0.2802922077922078,61.297668240850065,27.987278630460455,48.90923848878394,36.05174144037781,38.08223140495868,79.79200118063754
ATP,Dhakshineswar Suresh,3,0.68,0.26,2.62,62.5,70.0,59.0,65.9,50.0,82.4,0.39,0.19,63.0,21.1,46.3,30.4,42.9,90.3,0.4865782044042914,0.24791643139469227,2.2284415584415584,62.20440429136082,70.17419536984755,51.237718802936186,62.96973461321287,59.09175607001695,77.89943534726144,0.48150197628458496,0.23751552795031058,62.352060982495765,27.28435911914173,48.47419536984754,35.26420101637493,39.109486166007905,81.3629587803501
ATP,Patrick Kypson,8,0.81,0.31,2.61,60.8,72.7,49.1,63.5,66.7,80.2,0.95,0.29,63.2,21.0,50.3,31.8,33.3,86.7,0.558260667903525,0.2643599257884972,2.2955055658627086,61.77147495361781,70.91451762523192,49.79526901669759,62.80728200371057,62.23965677179964,78.0745361781076,0.6251623376623376,0.25760204081632654,62.52490723562153,26.151437847866422,49.228803339517626,34.795593692022265,37.043506493506484,81.93028756957328
ATP,Mackenzie McDonald,43,0.44,0.17,2.59,67.1,70.5,51.8,64.4,56.4,79.7,0.63,0.25,62.3,26.8,51.9,36.3,43.1,78.0,0.44557616986188414,0.19415996701710989,2.456573902288188,65.53176664605236,70.40486497629355,51.25186559472274,63.8064110492682,57.68746650175221,78.91407957122243,0.5872150072150072,0.24829931972789115,62.285673057101626,27.248258091115236,50.91597608740465,36.202803545660686,41.65266955266955,78.642032570604
ATP,Jan-Lennard Struff,45,0.7,0.27,2.59,58.3,76.0,49.8,65.1,60.7,81.3,0.6,0.3,61.8,27.5,50.1,36.2,31.6,82.2,0.6254045954045954,0.26264735264735267,2.4606793206793203,59.487712287712284,74.21548451548452,49.88411588411588,64.3092907092907,60.62477522477523,80.04595404595405,0.5677622377622378,0.28296703296703296,61.93996003996004,27.71908091908092,49.7000999000999,36.13656343656344,33.73566433566434,81.52997002997003
ATP,Yasutaka Uchiyama,12,0.67,0.26,2.58,59.4,69.4,50.0,61.5,59.2,76.7,0.36,0.2,66.4,26.7,41.9,31.8,30.9,87.4,0.5372280844155845,0.2513149350649351,2.32356737012987,61.125040584415586,69.90020292207792,50.04586038961038,62.14387175324675,59.984699675324684,77.02771915584415,0.44451704545454546,0.22790178571428574,63.80929383116883,27.64500811688312,46.21270292207792,34.42114448051949,35.67556818181818,82.78900162337663
ATP,Darwin Blanch,8,0.62,0.24,2.58,61.1,74.6,54.6,66.8,70.8,86.3,0.52,0.19,61.6,23.5,44.2,31.5,40.0,84.3,0.5039749536178108,0.24435992578849722,2.2869341372912797,61.8571892393321,71.45737476808905,51.36669758812616,63.75013914656771,63.4110853432282,79.81739332096474,0.5023051948051948,0.22903061224489799,62.067764378478664,26.865723562152137,47.485946196660485,34.709879406307984,38.9577922077922,81.24457328385901
ATP,Thiago Agustin Tirante,25,0.54,0.21,2.57,59.5,72.5,51.2,63.9,60.0,80.6,0.46,0.28,59.1,28.8,48.2,36.7,41.1,79.3,0.5033621933621933,0.22604617604617602,2.392092352092352,60.68225108225108,71.47792207792209,50.69927849927849,63.29119769119768,60.2024531024531,79.0997113997114,0.47565656565656567,0.2642857142857143,60.502164502164504,28.53867243867244,48.46681096681096,36.38614718614719,39.96262626262626,79.62106782106783
ATP,Juan Pablo Ficovich,18,0.3,0.12,2.5,63.1,66.1,50.9,60.5,60.0,72.6,0.36,0.41,58.0,28.4,51.7,38.2,40.5,76.4,0.3829289131920711,0.18637047163362955,2.326161995898838,62.6052973342447,68.25806561859194,50.46493506493506,61.56852358168147,60.23974709501025,75.03386876281613,0.4311722488038277,0.3229699248120301,60.2394053315106,28.30105946684894,50.17385509227614,37.038858509911144,39.4688995215311,78.30652768284347
ATP,Lorenzo Sonego,47,0.45,0.18,2.5,66.1,72.3,50.9,65.1,65.1,82.7,0.38,0.23,63.4,26.7,46.9,34.1,38.8,82.9,0.45225818957162245,0.1997325062996705,2.401405311106804,64.9238999806164,71.67323124636557,50.65324675324675,64.33289397169993,63.713587904632675,81.06547780577631,0.41439620081411127,0.2343710021321962,63.058170188020924,27.151347160302386,47.46726109711184,34.66532273696453,38.722659430122114,82.0410157007172
ATP,Andrea Pellegrino,9,0.37,0.15,2.47,64.1,65.1,49.8,59.6,58.0,72.4,0.44,0.15,61.0,29.4,48.8,37.0,57.1,74.5,0.4303896103896104,0.21627854903716973,2.2629019256605463,62.762113748320644,68.61746529332736,49.988535602328696,61.62082400358261,59.6934617107031,75.72713837886252,0.4780877742946708,0.21527093596059113,61.8654276757725,28.580698611733098,48.80022391401702,36.306090461262876,44.300626959247644,78.30855351545007
ATP,Lorenzo Musetti,66,0.37,0.15,2.47,65.8,71.2,56.1,66.0,61.2,83.6,0.4,0.21,63.1,30.2,52.5,38.5,40.6,75.2,0.3903639383871942,0.17234974327997585,2.4001646028390216,64.95350347327091,70.96751736635457,54.69845967985503,65.19306855934762,61.02686499546965,82.1172908486862,0.4221458773784355,0.2180564784053156,62.90345816973725,29.737677438840233,51.6396103896104,37.91717003926306,40.121141649048624,76.32148897614015
ATP,James Trotter,17,0.54,0.22,2.45,60.5,74.2,52.2,65.5,56.1,82.1,0.43,0.16,62.4,29.2,40.4,33.4,34.1,85.2,0.4954405054405054,0.23411021411021415,2.2984906984906988,61.39733239733239,72.03801333801334,51.05047385047385,63.89469989469988,58.45433485433486,79.46451386451386,0.4652579852579853,0.20575289575289576,62.32155142155142,28.665952965952968,44.94071604071604,34.8020709020709,36.5004914004914,82.40129870129871
ATP,Ethan Quinn,60,0.61,0.25,2.44,61.5,72.3,51.3,64.2,62.3,80.6,0.46,0.2,61.9,29.0,46.9,35.8,39.3,81.5,0.5718912337662337,0.249025974025974,2.372426948051948,61.66501623376623,71.77508116883118,50.993344155844156,63.782548701298694,61.83887987012987,79.75608766233766,0.46880681818181824,0.21116071428571428,61.98871753246753,28.803003246753246,47.375081168831166,35.848457792207796,39.11022727272727,81.13060064935065
ATP,Alexander Bublik,63,0.92,0.38,2.42,62.2,77.2,48.6,66.4,69.5,86.8,0.53,0.22,63.2,27.7,48.4,35.3,39.0,80.7,0.8085698638710688,0.3477358785792521,2.359688624628384,62.19037709278673,75.51333124706619,48.955030511657014,65.46751682052887,67.32060710373963,84.49261461430136,0.5216210295728368,0.2259380378657487,62.972257862619315,27.82337662337662,48.49646377718666,35.46718823345329,38.88937568455641,80.53672351744642
